Respondent,duration,code,priorQ1,updatedQ1,priorQ2,updatedQ2,priorQ3,updatedQ3,priorQ4,updatedQ4,priorQ5,updatedQ5,priorQ6,updatedQ6,priorQ7,updatedQ7,priorQ8,updatedQ8 ,priorQ9,updatedQ9,priorQ10,updatedQ10 ,Advice1,Advice2,Advice3,Advice4,Advice5,Advice6,Advice7,Advice8,Advice9,Advice10,True1,True2,True3,True4,True5,True6,True7,True8,True9,True10,SlNoQ1,SlNoQ2,SlNoQ3,SlNoQ4,SlNoQ5,SlNoQ6,SlNoQ7,SlNoQ8,SlNoQ9,SlNoQ10
676,457,3198,88,87,92,86,71,72,34,34,15,14,68,69,63,64,73,72,84,81,68,66,85,84,70,34,13,70,65,70,78,63,93,99,62,25,11,63,58,73,83,56,93,99,162,25,11,63,58,173,83,156
677,245,3381,19,18,64,63,35,38,78,78,25,28,28,28,81,78,28,28,57,58,67,62,15,62,45,78,35,16,72,27,60,60,14,57,40,92,29,16,72,19,60,60,114,57,40,92,129,116,172,119,160,60
678,177,3264,49,52,60,65,39,40,70,70,40,42,25,20,67,69,21,20,55,55,57,60,55,72,45,72,45,14,72,18,55,70,51,75,39,75,40,13,72,18,49,67,151,175,39,75,40,113,172,18,49,167
679,488,3144,74,73,79,79,27,28,83,83,63,65,30,36,59,58,72,70,27,29,44,45,72,75,28,78,65,40,60,68,32,45,75,88,21,78,58,32,60,64,24,37,175,188,121,178,158,32,160,64,24,37
680,274,3391,35,47,72,71,28,31,68,62,40,46,33,39,28,39,37,34,45,50,3,3,52,70,35,62,52,45,45,27,52,2,35,62,29,57,54,39,34,19,44,1,135,162,129,57,54,39,34,119,144,101
681,488,3441,80,77,80,82,44,44,5,6,2,2,37,34,15,15,70,73,75,75,47,70,75,85,45,7,1,32,15,75,78,65,88,88,37,5,1,31,14,80,83,59,188,88,37,105,1,31,114,80,83,59
682,360,3336,38,38,41,38,30,32,78,82,4,3,70,72,28,27,76,77,75,70,5,5,38,35,34,85,3,75,27,78,65,5,33,28,26,97,3,86,23,92,67,4,33,28,126,97,3,86,123,92,67,4
683,1712,3416,31,28,36,54,13,13,60,70,21,22,5,5,97,92,83,80,30,45,50,54,27,52,12,72,22,5,85,85,50,50,18,42,12,68,19,4,94,94,43,38,118,42,12,68,19,4,94,194,143,138
684,579,3280,58,59,86,86,52,52,9,9,62,62,38,38,74,74,77,77,11,11,43,44,62,72,55,10,52,40,72,78,10,52,68,75,53,8,46,32,74,92,9,42,168,75,153,8,46,32,174,92,109,142
685,842,3182,13,13,50,49,43,40,69,66,76,78,2,3,86,86,46,46,39,42,5,7,14,45,35,65,85,3,85,48,45,10,14,39,35,66,96,2,90,45,41,7,14,139,35,166,196,2,90,45,41,7
686,291,3237,30,25,40,45,40,45,8,8,80,80,65,70,70,70,35,30,50,60,40,35,22,52,50,8,82,72,72,27,65,32,20,47,40,6,98,68,70,18,55,29,20,47,140,6,98,68,170,118,55,29
687,577,3035,74,70,85,81,8,9,93,93,87,87,29,24,73,74,3,3,16,17,92,90,62,75,10,95,85,22,75,3,18,85,57,85,8,95,90,21,76,2,22,98,57,85,8,195,190,21,176,2,22,198
688,369,3058,31,32,40,45,37,32,70,70,63,60,58,58,11,11,36,35,76,78,46,48,35,52,14,65,60,60,10,32,78,52,28,42,24,58,60,57,8,30,92,42,128,42,124,158,60,157,8,30,92,142
689,453,3318,62,62,88,88,78,78,69,69,27,27,28,29,59,60,78,78,48,48,81,80,55,82,72,75,27,35,63,74,50,75,49,78,75,87,22,38,56,85,40,88,49,78,175,87,122,38,156,185,140,188
690,362,3153,20,17,78,75,72,70,2,3,78,75,80,80,85,82,70,70,64,65,62,65,12,74,68,3,76,85,85,68,80,60,11,71,64,2,79,93,89,63,66,54,111,171,64,2,179,93,189,163,66,154
691,661,3270,89,87,52,52,75,75,6,7,7,7,80,80,3,3,37,35,32,28,68,68,85,55,78,10,10,82,3,32,25,72,94,62,86,7,10,78,3,29,23,75,194,62,186,7,10,78,3,29,23,75
692,527,3157,78,78,8,8,36,34,57,57,49,49,82,82,82,80,13,13,53,53,56,55,78,9,32,55,48,85,78,14,55,54,78,7,31,62,45,98,91,13,49,48,178,107,31,62,45,198,191,113,49,148
693,782,3079,70,70,27,29,75,80,65,60,65,70,27,27,42,45,10,10,12,12,70,71,72,35,85,62,75,27,52,10,12,74,74,28,100,57,86,23,48,7,8,85,174,128,100,57,86,123,48,7,108,185
694,471,3474,83,84,35,43,8,12,69,69,57,55,11,11,24,45,62,62,55,58,6,7,85,45,12,68,52,10,45,60,62,7,96,41,8,69,46,10,32,57,68,5,196,41,108,69,46,10,132,157,168,105
695,441,3109,58,54,28,28,46,48,51,51,48,52,49,49,23,19,76,76,71,71,14,13,52,28,54,52,55,52,18,75,72,12,48,26,45,54,51,42,15,88,71,12,48,26,145,54,151,142,15,188,71,12
696,451,3083,3,3,75,75,62,60,50,52,55,60,50,50,42,45,45,48,88,88,30,28,3,72,60,55,70,54,54,55,85,14,2,70,57,50,67,48,45,49,97,24,2,170,157,150,167,148,145,49,197,124
697,619,3123,92,85,52,52,28,30,53,52,55,59,86,85,26,30,81,80,18,16,83,82,75,55,34,52,60,85,35,78,14,82,85,50,26,49,54,93,38,91,24,92,85,150,126,149,154,93,38,191,124,192
698,435,3214,77,77,32,32,81,81,26,26,71,74,37,34,87,90,58,62,76,76,84,82,75,34,85,25,78,32,95,65,72,78,89,25,97,23,91,24,95,55,77,92,89,25,197,23,91,24,195,55,77,92
699,525,3295,51,52,32,36,29,22,49,51,17,17,10,10,3,3,49,49,65,66,88,87,52,40,14,54,16,10,3,50,67,85,47,32,24,45,16,10,3,38,65,93,47,32,124,145,116,10,3,138,65,93
700,277,3076,27,30,75,85,42,35,77,72,47,52,78,75,47,50,3,3,67,72,12,12,32,85,27,72,52,75,55,3,80,12,30,100,19,71,47,80,62,2,66,11,30,100,119,71,47,80,62,102,66,111
701,414,3358,87,80,1,2,85,80,60,60,81,83,76,74,31,33,68,76,38,35,56,56,75,2,78,60,85,70,35,80,32,55,79,1,91,57,88,67,29,66,30,50,79,101,191,157,88,167,129,66,30,150
702,1166,3261,40,45,7,7,80,80,30,30,70,70,27,27,30,30,25,25,30,30,7,5,55,4,78,32,85,20,45,45,45,5,51,3,78,31,90,17,39,34,37,4,151,103,178,31,90,117,39,134,37,4
703,297,3215,64,64,74,74,11,11,32,32,51,51,13,13,56,56,69,78,93,93,89,89,65,72,12,25,52,13,55,80,85,85,58,70,12,23,42,11,53,66,89,93,158,170,12,23,142,11,153,66,189,93
704,639,3043,31,32,84,84,71,73,65,66,83,84,39,41,19,18,79,78,80,78,7,7,35,85,75,68,85,45,18,78,78,7,28,97,80,63,90,37,15,91,87,5,28,97,80,163,190,137,15,191,187,5
705,359,3152,55,58,74,75,81,81,45,45,28,19,24,26,72,69,35,38,48,49,65,68,60,78,82,45,15,28,68,45,52,75,54,78,98,37,14,21,64,39,42,87,154,178,98,37,114,121,64,139,42,87
706,372,3228,69,68,79,78,65,60,63,64,38,36,58,60,25,25,41,41,63,69,59,55,60,78,55,65,35,62,22,14,68,45,64,83,52,72,35,61,20,24,69,43,164,83,52,72,35,61,20,124,69,43
707,405,3428,81,85,68,68,9,9,75,79,13,16,7,9,67,71,34,38,53,53,73,75,95,72,10,85,18,10,75,40,52,78,95,74,6,93,15,10,87,32,48,84,195,174,106,93,15,10,87,32,48,184
708,664,3235,79,80,36,51,44,47,77,76,96,95,4,5,34,34,16,15,94,90,72,72,72,65,54,68,75,7,35,14,78,72,80,55,45,64,85,5,28,13,78,69,180,55,145,64,85,5,28,113,178,169
709,596,3401,78,75,85,81,77,75,6,7,81,79,32,34,88,85,88,88,27,33,41,43,73,74,70,9,70,35,76,85,45,50,77,71,74,7,83,28,79,96,34,40,177,171,74,107,183,128,179,196,134,140
710,544,3150,63,65,61,68,58,58,36,36,29,35,71,71,54,54,14,12,79,82,77,77,72,78,55,35,42,68,52,10,85,82,71,91,53,28,36,64,42,9,93,78,71,91,153,128,36,64,142,9,93,78
711,834,3046,55,55,16,16,13,13,58,58,7,7,20,25,45,45,60,65,9,9,60,60,60,18,10,65,8,32,52,68,10,70,60,15,9,66,6,24,54,64,9,74,60,15,109,166,6,24,54,64,9,74
712,775,3142,42,40,51,58,15,14,73,73,49,45,47,49,20,20,7,5,80,76,38,45,38,62,14,70,45,52,20,5,75,50,33,61,12,73,44,50,17,4,89,38,33,61,112,173,44,50,117,104,89,138
713,824,3459,54,54,73,78,45,45,10,10,70,70,92,90,17,18,13,13,75,76,25,23,52,82,52,10,72,85,18,10,78,18,46,100,42,10,70,98,15,9,82,22,46,200,42,10,170,198,15,109,82,22
714,582,3267,90,85,5,5,22,30,39,36,78,81,26,30,46,61,86,85,12,12,31,45,84,4,35,35,82,32,60,85,12,45,99,3,38,27,93,29,60,94,13,39,99,103,38,127,193,29,160,194,13,39
715,529,3217,68,73,68,70,88,84,17,16,83,83,64,65,68,68,60,62,44,45,65,65,75,72,85,15,85,68,73,72,52,72,79,74,94,14,97,64,73,76,48,68,79,174,194,114,197,64,73,76,48,68
716,437,3338,30,30,28,28,14,14,37,37,2,42,92,92,89,89,60,60,57,57,64,64,16,22,14,42,50,85,78,62,55,78,16,15,12,36,40,88,92,52,52,91,16,115,112,36,140,88,92,152,52,91
717,754,3240,25,25,2,2,40,40,14,14,86,86,81,81,12,12,16,16,80,80,48,48,22,3,38,13,78,74,12,18,82,52,20,2,33,11,87,85,8,18,93,47,20,2,33,11,187,185,108,18,193,47
718,393,3094,33,29,18,14,7,10,60,60,30,31,40,35,73,61,3,6,59,55,70,65,35,14,12,60,45,45,60,8,55,72,30,14,8,60,32,41,60,6,52,70,130,14,108,160,132,41,60,6,52,170
719,450,3375,68,66,70,69,33,34,45,44,9,9,6,7,59,58,72,72,83,84,89,88,60,62,35,35,8,7,55,72,85,85,60,57,29,35,6,5,53,77,90,89,60,57,129,35,6,105,153,77,90,189
720,386,3084,45,55,25,25,60,70,85,85,60,60,55,65,85,90,85,75,50,53,45,12,60,27,72,85,65,68,95,72,55,12,55,22,68,90,58,56,95,72,51,12,155,122,68,90,158,56,195,172,151,12
721,349,3240,24,24,3,3,34,34,14,14,78,78,79,79,17,15,19,19,84,84,39,45,22,3,38,13,78,74,12,18,82,52,20,2,33,11,87,85,8,18,93,47,20,2,33,11,187,185,108,18,193,47
722,427,3189,29,29,79,81,38,27,8,8,88,84,67,98,43,48,62,68,61,68,45,45,28,85,22,10,85,75,52,75,70,48,26,96,21,7,88,70,41,87,67,45,26,96,21,7,88,70,141,87,167,45
723,719,3230,80,78,84,84,3,3,46,46,16,16,37,32,90,90,52,52,62,63,12,13,74,85,3,45,18,22,85,54,65,13,71,95,2,37,18,21,90,48,72,11,171,95,102,37,18,21,90,148,72,11
724,358,3276,30,30,75,78,42,45,60,62,48,50,6,4,65,66,79,79,78,81,80,82,35,82,52,65,55,3,70,78,85,85,28,98,54,59,53,3,61,87,95,100,128,98,54,59,153,3,161,187,95,100
725,599,3337,6,7,71,72,80,79,9,10,76,74,45,47,72,73,64,64,15,16,5,5,8,72,75,10,72,52,75,65,18,5,6,75,88,9,72,42,70,59,15,4,6,175,188,9,172,142,70,159,15,104
726,303,3040,75,75,24,25,45,45,38,40,50,50,75,75,30,27,28,28,85,85,9,10,78,27,45,52,55,78,22,28,82,10,81,22,44,33,52,86,20,21,92,8,181,122,44,133,52,186,120,121,192,8
727,865,3081,76,72,89,84,55,54,75,72,40,50,45,45,85,80,9,9,80,75,28,25,72,84,54,72,65,45,78,9,75,22,80,99,45,71,58,43,87,7,87,15,180,99,145,71,58,43,187,107,87,115
728,1255,3107,82,80,83,80,40,40,4,4,84,82,6,6,77,73,34,34,48,49,86,85,82,78,45,5,78,7,70,32,52,82,78,86,40,4,81,5,62,24,54,100,78,186,40,4,181,105,162,24,54,200
729,619,3176,83,80,56,56,30,32,55,55,75,75,64,64,73,73,24,22,51,51,84,82,78,55,52,54,72,62,70,19,52,75,91,52,35,45,80,52,73,17,48,89,191,52,135,145,180,152,173,17,48,89
730,379,3370,45,45,73,75,85,85,39,49,6,6,13,12,5,5,47,47,4,4,80,80,45,78,85,52,7,12,8,48,5,78,41,92,88,42,5,8,6,45,4,87,41,92,88,42,5,108,6,45,4,187
731,598,3462,30,26,35,30,12,10,58,60,48,50,60,66,73,73,38,42,73,73,40,38,22,22,10,65,52,72,72,52,72,35,21,20,10,55,42,81,75,35,70,35,21,20,10,55,42,81,175,135,170,35
732,394,3154,71,71,78,78,64,64,29,29,49,47,78,72,7,9,40,45,80,80,34,36,73,78,60,27,45,72,10,45,78,45,73,82,55,18,43,74,7,39,82,34,73,82,155,118,43,174,7,39,182,134
733,526,3390,6,5,76,75,35,34,72,80,60,60,69,70,29,32,83,82,88,72,15,15,5,78,35,85,65,75,45,85,75,16,4,82,29,89,66,76,34,94,85,16,104,182,129,189,166,176,134,194,85,16
734,736,3224,91,91,7,8,65,65,39,45,38,39,24,24,71,71,76,76,68,72,53,56,85,10,70,55,45,22,72,75,78,65,94,6,63,62,40,20,76,86,92,65,94,106,63,62,40,120,76,86,92,165
735,691,3254,57,57,45,47,10,10,82,82,87,87,8,9,28,32,67,70,54,58,85,85,70,60,10,78,85,10,35,72,65,78,62,55,10,84,89,8,29,75,72,87,162,155,110,184,189,8,129,75,72,187
736,1242,3056,32,36,29,25,22,20,48,49,47,47,81,72,95,95,83,78,65,70,5,5,40,22,18,50,50,65,95,75,74,5,32,20,22,40,43,66,95,80,85,4,32,20,22,140,143,166,195,80,185,104
737,442,3064,15,15,72,80,65,68,56,56,77,77,67,78,42,44,10,9,26,27,78,69,14,82,72,55,78,80,45,8,28,65,12,93,71,62,86,66,37,6,25,59,112,193,71,62,186,66,137,6,125,159
738,529,3401,72,72,70,70,80,75,9,9,75,73,46,38,85,82,89,85,35,37,50,50,73,74,70,9,70,35,76,85,45,50,77,71,74,7,83,28,79,96,34,40,177,171,74,107,183,128,179,196,134,140
739,655,3254,55,65,55,57,12,11,90,75,90,90,9,10,25,30,80,80,55,60,85,80,70,60,10,78,85,10,35,72,65,78,62,55,10,84,89,8,29,75,72,87,162,155,110,184,189,8,129,75,72,187
740,507,3370,36,39,75,76,82,83,35,45,8,8,11,11,10,9,40,40,6,6,90,80,45,78,85,52,7,12,8,48,5,78,41,92,88,42,5,8,6,45,4,87,41,92,88,42,5,108,6,45,4,187
741,832,3135,67,66,10,11,64,66,71,70,31,33,77,79,53,55,58,55,47,50,64,62,65,13,65,68,35,78,65,52,54,60,58,11,59,69,28,92,55,46,45,64,58,11,59,69,28,92,55,46,145,164
742,593,3440,84,83,32,33,88,88,65,65,76,75,77,76,74,74,82,81,24,24,77,77,78,40,85,65,72,70,72,78,28,78,86,32,95,72,68,73,75,84,26,91,186,32,95,72,68,173,175,184,26,91
743,424,3471,25,21,80,80,76,60,69,72,50,53,83,83,64,69,49,55,4,5,45,40,18,78,55,75,55,85,74,65,7,35,22,82,53,70,50,96,71,55,5,31,22,182,153,70,150,196,171,55,105,131
744,532,3182,12,12,32,36,30,30,70,70,85,85,4,4,83,83,34,40,38,38,6,8,14,45,35,65,85,3,85,48,45,10,14,39,35,66,96,2,90,45,41,7,14,139,35,166,196,2,90,45,41,7
745,499,3069,87,86,51,52,74,82,80,81,69,70,51,52,85,85,87,82,72,72,6,8,78,55,85,82,75,52,85,78,70,8,99,51,95,92,76,48,97,78,74,6,199,51,95,192,176,48,197,178,74,6
746,563,3109,49,50,28,28,52,53,48,50,57,56,47,50,19,19,82,77,69,70,12,12,52,28,54,52,55,52,18,75,72,12,48,26,45,54,51,42,15,88,71,12,48,26,145,54,151,142,15,188,71,12
747,574,3345,74,72,23,23,24,25,26,27,66,67,69,69,72,72,54,54,34,38,72,71,73,27,28,32,72,72,72,55,45,72,73,22,26,30,70,68,74,51,39,76,73,122,26,30,170,68,174,151,139,76
748,317,3406,65,62,9,9,72,76,85,85,8,8,86,85,42,50,88,85,90,85,81,77,60,10,78,85,10,85,55,85,85,75,57,10,91,88,8,89,46,98,94,89,157,10,91,88,8,189,146,198,94,89
749,559,3443,49,51,83,84,7,9,65,81,86,85,34,35,39,43,87,76,53,62,8,10,52,85,10,80,75,35,45,78,65,10,47,95,9,66,89,31,40,82,58,10,47,95,109,66,89,131,40,182,58,110
750,555,3498,52,52,12,12,76,76,88,86,42,37,55,51,8,8,55,58,3,3,69,88,50,12,82,85,35,52,9,60,5,85,38,11,100,90,38,47,7,55,4,96,138,111,200,90,38,147,107,155,104,96
751,400,3384,62,68,35,47,81,83,23,25,51,59,41,65,31,34,9,11,35,35,85,76,70,52,85,27,62,68,35,12,45,78,74,33,97,22,61,69,29,13,41,87,74,133,97,122,61,69,129,13,41,187
752,681,3223,74,75,26,30,5,4,57,56,80,80,77,77,82,82,84,86,67,68,62,60,80,34,3,60,78,78,82,85,70,55,66,25,2,57,87,82,93,96,63,52,66,25,2,157,187,82,193,196,63,52
753,600,3466,75,80,32,33,78,75,82,80,35,45,68,70,77,76,30,35,72,69,23,20,82,35,78,75,52,72,75,45,65,20,100,28,82,84,35,77,76,32,58,17,200,28,182,84,135,77,176,132,158,117
754,691,3483,11,11,93,90,24,24,6,7,48,50,46,40,76,74,78,77,82,80,16,16,12,82,25,10,55,27,72,75,72,14,8,100,23,6,50,19,71,89,72,13,108,200,23,106,150,119,71,89,172,113
755,302,3497,25,23,73,74,58,61,71,71,55,56,62,63,75,75,23,21,75,75,76,77,20,82,73,76,70,72,82,16,75,85,17,100,73,79,63,70,98,16,85,97,117,200,73,179,63,170,98,116,85,197
756,1217,3495,71,72,72,37,88,85,15,13,38,35,97,90,58,57,34,35,89,83,78,85,72,35,78,10,45,85,55,35,78,85,71,35,84,6,39,94,52,28,87,93,71,35,184,106,39,94,52,28,187,93
757,439,3164,29,24,78,80,32,34,77,79,31,34,85,85,29,25,51,55,40,43,63,67,19,82,35,78,32,85,22,60,45,68,17,78,27,82,30,90,20,60,43,56,17,78,127,182,30,190,120,60,43,56
758,1360,3103,23,23,65,65,30,30,5,5,75,75,10,10,60,60,25,20,33,30,70,70,28,75,45,4,78,10,65,19,28,75,21,87,43,3,81,9,58,17,26,84,121,87,43,103,181,109,58,17,26,84
759,491,3154,74,74,81,80,53,55,26,26,48,47,72,72,7,8,47,46,83,80,28,35,73,78,60,27,45,72,10,45,78,45,73,82,55,18,43,74,7,39,82,34,73,82,155,118,43,174,7,39,182,134
760,1743,3450,74,75,42,48,89,82,41,47,56,56,24,23,51,56,92,90,36,45,58,55,75,55,78,52,55,22,65,85,50,52,87,51,84,42,52,15,58,95,40,47,87,51,184,142,52,115,58,95,140,47
761,1384,3348,75,70,92,92,60,60,40,43,35,30,65,63,15,10,80,80,85,85,80,80,72,78,65,55,32,58,10,78,78,78,75,78,58,49,30,53,9,84,99,87,75,178,58,49,30,53,109,184,199,187
762,722,3467,38,40,85,85,30,32,48,50,80,77,70,70,70,65,38,40,90,85,9,11,52,82,34,52,75,70,62,45,75,12,41,92,26,46,84,74,57,39,85,8,141,192,126,46,84,74,57,39,85,108
763,1694,3395,1,1,40,40,28,30,3,3,90,95,95,90,35,35,75,80,20,20,45,48,2,52,42,3,95,75,35,85,18,52,1,33,36,2,95,89,30,95,18,50,101,133,36,2,195,89,130,95,18,50
764,550,3417,48,53,62,68,78,82,5,5,35,37,85,85,14,14,82,81,21,25,82,83,60,78,85,5,40,84,12,75,27,85,64,91,89,4,32,99,11,84,18,88,164,91,189,104,32,99,111,84,118,88
765,1400,3301,11,11,25,35,50,55,40,30,70,70,40,45,13,14,30,40,50,60,70,70,7,45,65,35,75,52,15,45,62,74,5,32,59,31,84,42,14,43,52,71,105,132,159,131,84,42,114,43,152,171
766,287,3181,55,55,60,60,10,10,14,14,25,34,65,68,75,75,60,60,75,75,12,12,55,52,9,14,45,72,78,65,78,10,50,44,7,12,34,77,92,55,83,9,150,144,107,112,34,77,92,55,83,9
767,346,3478,5,5,36,36,42,42,68,68,67,75,55,55,8,8,54,54,68,68,78,78,5,52,35,60,75,52,10,55,73,82,4,33,28,57,86,46,10,46,73,98,4,133,128,157,86,46,10,146,73,98
768,351,3036,12,12,28,28,75,80,77,73,31,31,12,12,47,50,37,41,65,65,38,47,12,27,85,73,27,12,54,45,74,52,12,18,97,73,22,13,48,39,71,35,12,118,97,73,122,13,148,139,171,135
769,479,3451,78,78,70,71,76,76,2,2,65,68,21,21,72,75,34,44,64,64,80,83,78,72,75,2,72,22,78,50,65,85,81,71,86,1,81,20,83,43,59,97,181,71,86,101,81,20,83,143,159,197
770,961,3057,23,24,65,59,72,65,84,73,68,84,33,37,5,7,37,45,47,35,43,55,25,52,73,78,72,54,3,52,27,62,23,54,77,83,69,48,2,35,22,68,23,54,177,83,169,148,102,135,122,168
771,1053,3249,11,10,28,31,8,8,40,60,28,33,65,62,45,49,40,37,46,50,90,80,10,35,8,63,35,62,52,35,52,78,7,38,6,56,29,52,47,30,46,78,7,38,6,156,129,152,147,130,46,178
772,902,3198,84,84,86,85,70,70,28,31,16,14,63,68,60,63,74,72,78,78,65,64,85,84,70,34,13,70,65,70,78,63,93,99,62,25,11,63,58,73,83,56,93,99,162,25,11,63,58,173,83,156
773,606,3216,68,68,20,16,50,53,85,90,32,32,90,85,28,27,21,25,80,79,67,67,65,13,55,95,35,78,25,27,78,70,59,11,52,95,38,99,23,22,78,62,159,11,52,195,38,199,23,122,178,162
774,520,3216,59,60,17,15,55,55,85,90,32,32,85,80,27,27,20,22,84,80,43,60,65,13,55,95,35,78,25,27,78,70,59,11,52,95,38,99,23,22,78,62,159,11,52,195,38,199,23,122,178,162
775,440,3498,36,39,20,18,85,85,90,87,40,37,48,50,10,10,48,55,6,5,76,80,50,12,82,85,35,52,9,60,5,85,38,11,100,90,38,47,7,55,4,96,138,111,200,90,38,147,107,155,104,96
776,659,3370,36,40,72,75,81,83,48,50,6,6,12,12,8,8,38,42,3,4,85,80,45,78,85,52,7,12,8,48,5,78,41,92,88,42,5,8,6,45,4,87,41,92,88,42,5,108,6,45,4,187
777,841,3356,62,68,32,38,32,28,58,62,22,28,72,78,34,39,70,75,48,52,60,66,75,52,22,65,28,78,52,70,52,68,70,35,21,58,25,82,33,73,47,63,70,135,21,58,125,82,133,173,47,163
778,605,3229,72,70,71,71,71,73,12,12,52,54,27,24,75,74,51,66,83,83,21,25,72,73,78,12,58,22,75,68,85,27,76,77,91,8,53,21,87,69,100,19,76,177,191,108,53,21,87,69,100,119
779,655,3450,72,72,57,57,82,82,45,45,57,57,28,25,56,58,87,87,37,44,41,51,75,55,78,52,55,22,65,85,50,52,87,51,84,42,52,15,58,95,40,47,87,51,184,142,52,115,58,95,140,47
780,431,3270,82,83,45,52,72,74,8,8,7,8,82,82,2,2,35,30,30,27,75,75,85,55,78,10,10,82,3,32,25,72,94,62,86,7,10,78,3,29,23,75,194,62,186,7,10,78,3,29,23,75
781,230,3189,31,29,70,77,25,22,10,10,89,85,76,73,38,44,59,65,59,62,45,44,28,85,22,10,85,75,52,75,70,48,26,96,21,7,88,70,41,87,67,45,26,96,21,7,88,70,141,87,167,45
782,1041,3228,48,54,74,75,56,54,55,58,42,38,64,64,22,22,28,19,62,64,40,42,60,78,55,65,35,62,22,14,68,45,64,83,52,72,35,61,20,24,69,43,164,83,52,72,35,61,20,124,69,43
783,1600,3380,73,65,22,16,85,89,47,52,25,25,30,42,60,65,13,14,58,60,60,55,63,13,95,55,22,45,65,14,60,54,56,11,95,51,20,37,72,12,57,48,156,11,195,51,120,137,72,112,157,148
784,473,3031,60,65,45,55,52,62,60,75,45,52,38,19,34,27,50,55,62,70,13,14,65,55,62,75,52,19,27,55,70,14,66,62,52,87,47,17,19,46,83,14,166,62,152,87,147,17,119,146,183,14
785,772,3496,47,47,10,10,55,62,40,48,78,78,90,90,72,75,52,52,88,87,77,76,45,10,65,50,76,85,78,55,85,74,37,10,55,38,79,97,82,46,100,85,37,10,55,138,179,97,82,146,100,185
786,701,3126,60,65,34,36,24,21,38,49,77,76,83,79,25,30,26,27,81,78,39,42,67,38,18,52,75,75,35,28,75,45,65,33,22,47,85,89,29,25,84,43,65,33,22,147,85,89,129,125,84,43
787,614,3158,49,53,76,79,62,68,13,13,36,39,54,56,31,28,39,46,77,81,82,83,55,84,72,13,45,60,27,50,85,85,53,99,76,11,37,54,19,40,88,90,153,99,76,11,137,154,119,140,88,190
788,348,3119,77,77,36,36,46,60,17,18,16,15,25,26,75,75,81,80,68,68,17,17,75,35,65,18,14,28,75,75,68,16,87,38,55,15,14,25,86,88,69,16,87,38,55,15,14,125,86,188,69,16
789,436,3322,82,80,87,87,37,37,45,50,69,66,65,66,85,80,50,50,18,18,39,43,75,78,35,55,65,68,78,52,18,45,88,82,30,50,67,56,81,48,18,36,188,182,130,150,67,56,181,48,18,136
790,485,3172,18,20,70,68,80,78,24,25,12,11,64,67,76,74,30,26,36,43,85,86,18,72,75,27,12,72,73,22,52,85,15,70,80,18,12,81,73,20,35,93,15,170,80,118,12,81,73,120,135,93
791,946,3464,82,80,74,73,30,40,69,67,60,63,90,93,59,56,48,53,65,69,31,31,78,72,45,67,65,95,54,54,70,32,87,70,34,65,59,95,48,45,62,31,187,170,134,65,59,195,148,145,162,31
792,377,3010,69,73,85,85,24,23,26,22,41,39,6,7,87,85,71,71,16,16,63,69,78,85,22,20,35,9,75,72,16,75,91,100,20,17,38,7,85,68,16,86,91,100,20,117,38,107,85,68,16,86
793,701,3036,12,12,25,26,89,89,76,73,27,27,7,10,57,55,34,34,77,74,32,45,12,27,85,73,27,12,54,45,74,52,12,18,97,73,22,13,48,39,71,35,12,118,97,73,122,13,148,139,171,135
794,338,3192,4,5,39,40,74,55,40,44,33,33,76,70,83,85,36,36,78,78,50,47,7,45,55,45,35,70,85,40,78,45,5,34,52,36,38,67,96,32,92,43,105,134,52,136,38,167,96,32,92,43
795,752,3265,53,53,32,32,12,12,25,28,17,17,88,88,70,70,30,30,37,40,65,70,52,34,12,34,18,78,72,28,45,73,46,26,13,25,15,99,74,26,40,73,46,126,13,25,15,199,174,26,40,73
796,788,3208,85,80,75,72,53,60,56,60,32,24,74,72,78,80,23,22,72,75,70,78,75,72,65,62,22,72,78,22,78,78,89,71,58,68,21,72,92,15,81,82,89,71,58,168,21,172,92,115,181,182
797,586,3194,64,65,11,11,14,15,76,76,27,27,39,39,68,72,22,20,79,79,46,45,70,10,20,75,27,35,75,14,78,42,63,8,17,85,22,31,84,13,87,36,63,8,117,85,122,131,84,113,187,36
798,461,3047,20,23,79,82,77,77,75,72,32,32,61,62,48,49,42,43,51,48,73,72,25,85,78,72,32,65,52,45,45,70,23,96,84,72,30,66,41,34,44,73,23,96,184,172,30,166,141,34,44,173
799,777,3051,36,36,6,6,62,62,34,34,12,12,70,70,56,56,25,30,25,25,42,42,35,5,63,52,15,72,52,35,22,40,28,4,56,41,14,72,42,28,20,32,28,104,156,141,114,172,142,128,120,32
800,650,3055,3,3,42,40,66,68,47,52,19,19,38,38,70,70,64,64,62,62,25,26,3,45,78,65,25,45,78,60,70,27,2,37,82,58,23,40,87,54,67,19,102,37,182,58,23,40,187,154,167,119
801,793,3241,22,22,32,32,75,75,36,30,68,75,76,77,51,51,48,50,76,74,45,45,22,35,72,28,78,78,52,52,72,45,20,28,75,26,91,84,47,54,71,39,20,128,75,26,91,184,147,54,71,39
802,356,3296,22,20,14,14,15,15,26,29,1,1,70,70,90,88,69,65,30,35,45,45,18,14,14,32,1,65,85,60,40,45,22,12,14,27,1,66,98,64,32,37,22,112,14,27,1,166,198,164,32,137
